Zip Code_1,school,City_1,State_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Average Net Price (Public)_1,Average Net Price (Private)_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,Prestige_3,Satisfaction_3,Resources & Facilities_3,Safety_3,Teacher Support_3,School Administration_3,Campus Setting_3,Average Score_3
32307,florida agricultural and mechanical university,tallahassee,FL,12.0,9044.0,1100.0,0.2112,0.441411764706,15847.0,,24047.0,23548.0,42044.0,39600.0,397,FL,,96900.0,10142,Urban,large,"Florida Agricultural and Mechanical University was founded in 1887 as the State Normal College for Colored Students. Today it is the only historically black public school in Florida, and its campus sits in the heart of the state capital, Tallahassee.Through a partnership with Florida Atlantic University, FAMU established a highly selective Medical Scholars Program, in which qualified incoming freshmen are conditionally guaranteed admission to FAU’s medical school after graduating from FAMU. The FAMU Rattlers compete at the Division I level and earned the Rattlers moniker when FAMU relocated its campus to a previously rattlesnake-infested location in 1891. Journalism is one of the most popular majors at FAMU, and many former students go on to work in the media and in entertainment, including longtime NFL reporter Pam Oliver and Grammy-winning rapper Common.",florida-agricultural-and-mechanical-university,Public,Doctoral Universities: High Research Activity,14,13653652.0,98.0,98.0,,,,,,,,
33431,florida atlantic university,boca raton,FL,13.0,10381.0,1119.0,0.7344,0.522508591065,8001.0,,21054.0,17236.0,51826.0,44200.0,188,FL,,106300.0,36580,Urban,large,"Florida Atlantic University in Boca Raton is a large public institution that provides diverse experiences for students. The university, which is a Hispanic-Serving Institution, serves more than 30,000 students and offers more than 170 degree programs. More than half of FAU students are considered minority or international, according to the school. In addition to the main campus in Boca Raton, where more than 70% of students take classes, FAU has five other locations in the state, including its campuses in Jupiter, Davie and Fort Lauderdale. Campus life is bustling, with more than 400 clubs, as well as Division I athletics. The university fields 21 NCAA Division I teams. ",florida-atlantic-university,Public,Doctoral Universities: High Research Activity,22,22042333.0,92.0,85.0,,,,,,,,
,florida atlantic university boca raton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,65.0,64.2,65.0,70.2,55.8,60.0,61.46
33317,florida barber academy,plantation,FL,21.0,,,,0.391304347826,,24713.0,,13000.0,14465.0,,,,,,,,,,,,,,,,,,,,,,,,
33426,florida career college boynton beach,boynton beach,FL,21.0,4819.0,,,0.544418154442,,32348.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33012,florida career college hialeah,hialeah,FL,21.0,4710.0,,,0.544418154442,,34326.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
77090,florida career college houston,houston,TX,11.0,3971.0,,,0.544418154442,,33884.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
32244,florida career college jacksonville,jacksonville,FL,11.0,,,,0.544418154442,,35212.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33319,florida career college lauderdale lakes,lauderdale lakes,FL,21.0,4976.0,,,0.544418154442,,35448.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33063,florida career college margate,margate,FL,21.0,4917.0,,,0.544418154442,,33485.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33174,florida career college miami,miami,FL,21.0,4531.0,,,0.544418154442,,34275.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
32807,florida career college orlando,orlando,FL,21.0,,,,0.544418154442,,35232.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33024,florida career college pembroke pines,pembroke pines,FL,21.0,,,,0.544418154442,,31813.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33619,florida career college tampa,tampa,FL,21.0,,,,0.544418154442,,35023.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33417,florida career college west palm beach,west palm beach,FL,21.0,5434.0,,,0.544418154442,,34536.0,,9500.0,27882.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,
33617,florida college,temple terrace,FL,21.0,6609.0,1068.0,0.6645,0.445161290323,,22527.0,32188.0,12000.0,46040.0,38200.0,,,,,,,,,,,,,,,,,,,,,,,
32809,florida college of integrative medicine,orlando,FL,21.0,4360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33144,florida education institute,miami,FL,21.0,5478.0,,,0.768292682927,,36440.0,,9500.0,27416.0,19300.0,,,,,,,,,,,,,,,,,,,,,,,
32025,florida gateway college,lake city,FL,32.0,6379.0,,,0.317117117117,2915.0,,11879.0,6992.0,37915.0,33100.0,,,,,,,,,,,,,,,,,,,,,,,
33965,florida gulf coast university,fort myers,FL,21.0,9321.0,1120.0,0.7675,0.46740373618,10319.0,,18269.0,17622.0,49680.0,44000.0,247,FL,,102600.0,18185,Suburban,large,"Dating back to 1991, Florida Gulf Coast is a large public university in Fort Myers, FL, and the second youngest member of the State University of Florida system. FGCU has kept tuition flat for seven years. 73% of students receive some form of financial aid, including $30 million in scholarships every year, and 52% of graduates leave with no debt. Undergraduates at FGCU can choose from 63 majors, with pre-professional programs in digital media design, legal studies and music therapy. The school’s 800 acre campus includes 350 acres of preserved Florida wetlands and a 15-acre solar energy field. The “Wings of Hope” program partners the school with local elementary school students to teach them about Florida’s natural ecosystems. 82% of the class of 2019 was employed a year after graduating. ",florida-gulf-coast-university,Public,Doctoral/Professional Universities,20,15961053.0,82.0,72.0,48.1,64.8,67.3,77.8,70.0,64.8,71.6,66.34
32810,florida institute of recording sound and technology,orlando,FL,21.0,,,,0.817391304348,,,,9500.0,35295.0,,,,,,,,,,,,,,,,,,,,,,,,
32901,florida institute of technology,melbourne,FL,13.0,11169.0,1213.0,0.6253,0.270525694034,,35300.0,60387.0,27000.0,42844.0,53300.0,,,,,,,,,,,,,,,,,,,,,,,
,florida institute of technology melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,67.9,57.1,54.8,69.0,45.2,59.5,56.29
32901,florida institute of technology online,melbourne,FL,13.0,8444.0,,0.4444,0.270525694034,,25374.0,28715.0,27000.0,42844.0,53300.0,,,,,,,,,,,,,,,,,,,,,,,
33122,florida international training institute,miami,FL,21.0,,,0.8502,0.8125,,53875.0,,3077.0,,,,,,,,,,,,,,,,,,,,,,,,,
33199,florida international university,miami,FL,21.0,11232.0,1154.0,0.5884,0.517317380353,9133.0,,20556.0,16500.0,54465.0,46000.0,138,FL,,106900.0,71842,Suburban,large,"One of the largest schools in the nation, Florida International University is a public research institution located in suburban Miami-Dade County. With over 58,000 students, the university offers more than 190 degree options across 11 schools and colleges. FIU’s diversity is represented through its student body, with over 60% of the student body being Hispanic. The university’s research department achieved R1 Carnegie Classification for research activity and reported over $281 million in research expenditures for fiscal year 2022. In 2023, Dr. Kenneth A. Jessell was sworn in as the university’s sixth president. Enrolled students—called Panthers—deepen their campus bond through one of the more than 300 clubs and organizations, sports clubs, and nearly 30 fraternities & sororities. Hundreds of student-athletes compete in 17 Division I sports. Trail of the Torch is considered FIU’s biggest tradition, where a campus-wide candlelight procession leads to the lighting of the official FIU torch. Students then gather to meet the football team, the marching band, cheerleaders, and more—a tradition that has been held for nearly 20 years. Notable FIU alumni include actor Andy Garcia and former Congresswoman Ileana Ros-Lehtinen.",florida-international-university,Public,Doctoral Universities: Very High Research Activity,24,28327469.0,91.0,89.0,65.3,69.0,77.3,69.3,68.7,58.0,74.0,68.8
33054,florida memorial university,miami gardens,FL,21.0,7205.0,,0.7431,0.19955654102,,18675.0,31940.0,30063.0,31877.0,28200.0,,,,,,,,,,,,,,,,,,,,,,,
33012,florida national university main campus,hialeah,FL,21.0,4601.0,,,0.433001755413,,23629.0,33531.0,27554.0,33325.0,26900.0,,,,,,,,,,,,,,,,,,,,,,,
33175,florida national university south campus,miami,FL,,,,,0.433001755413,,,,27554.0,33325.0,26900.0,,,,,,,,,,,,,,,,,,,,,,,
33012,florida national university training center,hialeah,FL,,,,,0.433001755413,,,,27554.0,33325.0,26900.0,,,,,,,,,,,,,,,,,,,,,,,
32428,florida panhandle technical college,chipley,FL,43.0,,,,0.62676056338,9063.0,,,,28935.0,25300.0,,,,,,,,,,,,,,,,,,,,,,,
33805,florida polytechnic university,lakeland,FL,41.0,10179.0,1294.0,0.5573,0.720588235294,9899.0,,20807.0,14250.0,,,,,,,,,,,,,,,,,,,,,,,,,
33155,florida professional institute,miami,FL,21.0,,,,,,31590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32608,florida school of massage,gainesville,FL,41.0,,,,0.738738738739,,12902.0,,7073.0,29955.0,,,,,,,,,,,,,,,,,,,,,,,,
32601,florida school of traditional midwifery,gainesville,FL,12.0,,,,,,,,38130.0,35983.0,,,,,,,,,,,,,,,,,,,,,,,,
33801,florida sourn college,lakeland,FL,12.0,8834.0,1263.0,0.5907,0.641481481481,,29664.0,57174.0,25000.0,51835.0,40900.0,,,,,,,,,,,,,,,,57.4,69.4,75.9,72.2,81.5,58.3,79.6,70.61
33919,florida southwestern state college,fort myers,FL,21.0,6990.0,,,0.269218601708,8249.0,,14644.0,8000.0,40497.0,34700.0,,,,,,,,,,,,,,,,,,,,,,,
32202,florida state college jacksonville,jacksonville,FL,11.0,6412.0,,,0.195859872611,2760.0,,8994.0,13562.0,38225.0,33500.0,,,,,,,,,,,,,,,,,,,,,,,
32306,florida state university,tallahassee,FL,12.0,12781.0,1323.0,0.2538,0.729898804048,10997.0,,23683.0,18000.0,55983.0,48200.0,65,FL,,111900.0,51109,Urban,large,"Situated on the oldest continuous site of higher education in the state, Florida State University in Tallahassee has deep roots in its 172-year history. As a public research institution, Florida State University boasts a large student body of around 45,000 students and offers more than 280 degree programs with popular majors in psychology, finance, and criminal justice. The university prides itself on its research achievements, being recognized by Carnegie Commission for its high research activity. FSU operates on a budget of $1.95 billion and reported more than $355 million in research expenditures for fiscal year 2022. No stranger to innovation, FSU houses the National High Magnetic Field Laboratory, which holds the most powerful magnets on earth. Students at FSU’s main campus benefit from being in the heart of Florida’s capital and stay involved through over 650 recognized student organizations. An equally athletic university, the FSU Seminoles compete in 18 Division I teams in the NCAA Atlantic Coast Conference. Upon graduation, students automatically become members of the FSU Alumni Association and as of 2023 will not have to pay membership dues.",florida-state-university,Public,Doctoral Universities: Very High Research Activity,17,67622352.0,93.0,89.0,69.0,75.9,74.1,73.3,64.5,58.3,73.8,69.84
10001,focus personal training institute,new york,NY,11.0,,,,,,18870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630,folsom lake college,folsom,CA,13.0,10714.0,,,0.050495049505,3661.0,,12233.0,,39856.0,30900.0,,,,,,,,,,,,,,,,,,,,,,,
55720,fond du lac tribal and community college,cloquet,MN,31.0,8283.0,,,0.219718309859,10704.0,,18557.0,14181.0,39265.0,32200.0,,,,,,,,,,,,,,,,,,,,,,,
63105,fontbonne university,saint louis,MO,21.0,7052.0,,0.9503,0.578571428571,,18251.0,42982.0,25000.0,48035.0,42300.0,,,,,,,,,,,,,,,,,,,,,,,
94022,foothill college,los altos hills,CA,21.0,11800.0,,,0.043217286915,7549.0,,15772.0,10500.0,55055.0,55800.0,,,,,,,,,,,,,,,,,,,,,,,
10458,fordham university,bronx,NY,11.0,15544.0,1412.0,0.5628,0.786666666667,,42581.0,77351.0,24300.0,75002.0,60200.0,118,NY,C-,138500.0,19240,Urban,large,"Known for its prestigious business programs, Fordham University is a private Jesuit university that operates three campuses in The Bronx, Manhattan and Westchester County, N.Y. Fordham offers more than 70 undergraduate programs across its campuses, with some of the most popular majors being business administration, public accounting and finance. Fordham is recognized for its high research activity by the Carnegie Foundation. The vast majority of undergraduates complete an internship while attending Fordham. The school has a strong partnership with surrounding businesses, and more than 3,000 New York City-based companies have employed Fordham interns. There are more than 130 student organizations at Fordham’s main Bronx campus and close to half that at its Manhattan satellite. The Fordham University Rams have more than 20 varsity NCAA Division I teams and are members of the Atlantic 10 Conference, Mid-Atlantic Conference, and the Patriot League. A wealth of notable alumni stem from Fordham. Oscar-winning actor Denzel Washington, singer-songwriter Lana Del Rey, and actress Amanda Seyfried all attended the university.",fordham-university,Private not-for-profit,Doctoral Universities: High Research Activity,14,90608630.0,96.0,96.0,77.4,83.9,75.0,51.2,75.0,53.6,76.2,70.33
73703,formations institute,enid,OK,13.0,,,,,,17316.0,,,19740.0,,,,,,,,,,,,,,,,,,,,,,,,
73801,formations institute of cosmetology&barbering,woodward,OK,33.0,,,,,,18536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27103,forsyth technical community college,winston-salem,NC,11.0,6303.0,,,0.200803212851,6342.0,,11617.0,10000.0,32740.0,27800.0,,,,,,,,,,,,,,,,,,,,,,,
67601,fort hays state university,hays,KS,33.0,7883.0,1118.0,0.9177,0.361786819991,13493.0,,19114.0,21000.0,46876.0,40300.0,,,,,,,,,,,,,,,,16.7,53.1,52.1,77.1,64.6,50.0,50.0,51.94
81301,fort lewis college,durango,CO,32.0,7719.0,1084.0,0.932,0.39497716895,17339.0,,25558.0,18389.0,41375.0,35000.0,,,,,,,,,,,,,,,,,,,,,,,
33916,fort myers technical college,fort myers,FL,13.0,,,,0.611398963731,14072.0,,,,43316.0,30800.0,,,,,,,,,,,,,,,,,,,,,,,
59255,fort peck community college,poplar,MT,43.0,6027.0,,,0.302325581395,2449.0,,11078.0,,25990.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,
34982,fort pierce beauty academy,fort pierce,FL,21.0,,,,0.497076023392,,19631.0,,7917.0,23121.0,17700.0,,,,,,,,,,,,,,,,,,,,,,,
66701,fort scott community college,fort scott,KS,33.0,4291.0,,,0.192393736018,665.0,,10838.0,9500.0,34818.0,33000.0,,,,,,,,,,,,,,,,,,,,,,,
31030,fort valley state university,fort valley,GA,31.0,7782.0,864.0,0.628,0.348703170029,11609.0,,20342.0,31000.0,32953.0,30200.0,,,,,,,,,,,,,,,,,,,,,,,
76116,fort worth beauty school,benbrook,TX,11.0,,,,0.380952380952,,18377.0,,4767.0,19197.0,21700.0,,,,,,,,,,,,,,,,,,,,,,,
36608,fortis college,mobile,AL,12.0,,,,0.547049441786,,21159.0,,9500.0,27356.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,
77082,fortis college,houston,TX,11.0,4911.0,,,0.662412993039,,27972.0,,9500.0,34055.0,32500.0,,,,,,,,,,,,,,,,,,,,,,,
70817,fortis college baton rouge,baton rouge,LA,21.0,5187.0,,,0.599240265907,,23826.0,30272.0,12346.0,30952.0,26400.0,,,,,,,,,,,,,,,,,,,,,,,
45459,fortis college centerville,centerville,OH,21.0,5900.0,,,0.402050113895,,24335.0,31120.0,13000.0,33761.0,35800.0,,,,,,,,,,,,,,,,,,,,,,,
45246,fortis college cincinnati,cincinnati,OH,21.0,5586.0,,,0.529625779626,,23813.0,30689.0,12547.0,34896.0,27700.0,,,,,,,,,,,,,,,,,,,,,,,
29210,fortis college columbia,columbia,SC,12.0,5463.0,,,0.529625779626,,27508.0,34276.0,12547.0,34896.0,27700.0,,,,,,,,,,,,,,,,,,,,,,,
43081,fortis college columbus,westerville,OH,21.0,5914.0,,,0.529625779626,,27674.0,33806.0,12547.0,34896.0,27700.0,,,,,,,,,,,,,,,,,,,,,,,
33157,fortis college cutler bay,cutler bay,FL,21.0,6410.0,,,0.402050113895,,26089.0,33580.0,13000.0,33761.0,35800.0,,,,,,,,,,,,,,,,,,,,,,,
44221,fortis college cuyahoga falls,cuyahoga falls,OH,21.0,5333.0,,,0.643048128342,,26023.0,32568.0,13000.0,34056.0,24900.0,,,,,,,,,,,,,,,,,,,,,,,
36303,fortis college dothan,dothan,AL,13.0,,,,0.515122873346,,19325.0,,9500.0,28875.0,19900.0,,,,,,,,,,,,,,,,,,,,,,,
46268,fortis college indianapolis,indianapolis,IN,11.0,6092.0,,,0.402050113895,,28374.0,34815.0,13000.0,33761.0,35800.0,,,,,,,,,,,,,,,,,,,,,,,
20785,fortis college landover,landover,MD,21.0,5859.0,,,0.742960944596,,26956.0,33666.0,9500.0,35732.0,27500.0,,,,,,,,,,,,,,,,,,,,,,,
36109,fortis college montgomery,montgomery,AL,12.0,,,,0.547049441786,,19380.0,,9500.0,27356.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,
23502,fortis college norfolk,norfolk,VA,12.0,6549.0,,,0.515122873346,,29556.0,35941.0,9500.0,28875.0,19900.0,,,,,,,,,,,,,,,,,,,,,,,
32065,fortis college orange park,orange park,FL,21.0,5480.0,,,0.659932659933,,23665.0,29665.0,11238.0,27082.0,24800.0,,,,,,,,,,,,,,,,,,,,,,,
23230,fortis college richmond,richmond,VA,21.0,5228.0,,,0.515122873346,,19803.0,26643.0,9500.0,28875.0,19900.0,,,,,,,,,,,,,,,,,,,,,,,
84107,fortis college salt lake city,salt lake city,UT,21.0,6333.0,,,0.643048128342,,25803.0,32149.0,13000.0,34056.0,24900.0,,,,,,,,,,,,,,,,,,,,,,,
30080,fortis college smyrna,smyrna,GA,21.0,5691.0,,,0.529625779626,,24705.0,31214.0,12547.0,34896.0,27700.0,,,,,,,,,,,,,,,,,,,,,,,
77060,fortis institute,houston,TX,11.0,5241.0,,,0.662412993039,,15326.0,,9500.0,34055.0,32500.0,,,,,,,,,,,,,,,,,,,,,,,
35211,fortis institute birmingham,birmingham,AL,12.0,5088.0,,,0.599240265907,,22914.0,29880.0,12346.0,30952.0,26400.0,,,,,,,,,,,,,,,,,,,,,,,
38501,fortis institute cookeville,cookeville,TN,33.0,5585.0,,,0.643048128342,,24118.0,31068.0,13000.0,34056.0,24900.0,,,,,,,,,,,,,,,,,,,,,,,
18704,fortis institute forty fort,forty fort,PA,21.0,4141.0,,,0.679012345679,,19532.0,25358.0,9500.0,31271.0,23400.0,,,,,,,,,,,,,,,,,,,,,,,
8648,fortis institute lawrenceville,lawrenceville,NJ,21.0,,,,0.742960944596,,18433.0,,9500.0,35732.0,27500.0,,,,,,,,,,,,,,,,,,,,,,,
37211,fortis institute nashville,nashville,TN,11.0,6163.0,,,0.599240265907,,29669.0,36210.0,12346.0,30952.0,26400.0,,,,,,,,,,,,,,,,,,,,,,,
32514,fortis institute pensacola,pensacola,FL,13.0,5087.0,,,0.547049441786,,24076.0,29865.0,9500.0,27356.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,
34952,fortis institute port saint lucie,port saint lucie,FL,12.0,5944.0,,,0.599240265907,,25465.0,31606.0,12346.0,30952.0,26400.0,,,,,,,,,,,,,,,,,,,,,,,
18509,fortis institute scranton,scranton,PA,13.0,4653.0,,,0.679012345679,,24235.0,31149.0,9500.0,31271.0,23400.0,,,,,,,,,,,,,,,,,,,,,,,
21204,fortis institute towson,towson,MD,13.0,,,,0.529625779626,,25346.0,,12547.0,34896.0,27700.0,,,,,,,,,,,,,,,,,,,,,,,
7470,fortis institute wayne,wayne,NJ,21.0,,,,0.742960944596,,22441.0,,9500.0,35732.0,27500.0,,,,,,,,,,,,,,,,,,,,,,,
98502,fosbre academy of hair design,olympia,WA,13.0,,,,0.6,,20039.0,,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,
38663,fosters cosmetology college,ripley,MS,43.0,,,,,,18199.0,,,16312.0,,,,,,,,,,,,,,,,,,,,,,,,
15217,fountain of youth academy of cosmetology,pittsburgh,PA,11.0,,,,,,30608.0,,6333.0,,,,,,,,,,,,,,,,,,,,,,,,,
43502,four county career center,archbold,OH,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63090,four rivers career center,washington,MO,32.0,,,,,19167.0,,27525.0,10623.0,40999.0,,,,,,,,,,,,,,,,,,,,,,,,
60477,fox college,tinley park,IL,21.0,6645.0,,0.7656,0.693103448276,,13506.0,21635.0,16209.0,40540.0,32800.0,,,,,,,,,,,,,,,,,,,,,,,
54912,fox valley technical college,appleton,WI,22.0,9754.0,,,0.255090497738,10910.0,,15647.0,10402.0,43027.0,35500.0,,,,,,,,,,,,,,,,,,,,,,,
1701,framingham state university,framingham,MA,13.0,10336.0,1150.0,0.8487,0.487735849057,16698.0,,26539.0,25000.0,49378.0,44400.0,,,,,,,,,,,,,,,,,,,,,,,
29506,francis marion university,florence,SC,41.0,8407.0,1039.0,0.8223,0.358817533129,13451.0,,22944.0,27000.0,38848.0,35100.0,,,,,,,,,,,,,,,,,,,,,,,
73142,francis tuttle technology center,oklahoma city,OK,11.0,,,,0.511538461538,4999.0,,,,33119.0,34900.0,,,,,,,,,,,,,,,,,,,,,,,
70808,franciscan missionaries of our lady university,baton rouge,LA,12.0,8005.0,,0.8294,0.31,,17797.0,27314.0,27672.0,57016.0,49200.0,,,,,,,,,,,,,,,,,,,,,,,
92110,franciscan school of ology,san diego,CA,11.0,7662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43952,franciscan university of steubenville,steubenville,OH,13.0,8754.0,1218.0,0.7223,0.723311546841,,23987.0,42955.0,23384.0,47252.0,40200.0,,,,,,,,,,,,,,,,50.0,75.0,57.1,85.7,76.2,64.3,69.0,68.19
79008,frank phillips college,borger,TX,32.0,4942.0,,,0.320754716981,10803.0,,14727.0,9500.0,33728.0,35500.0,,,,,,,,,,,,,,,,,,,,,,,
17604,franklin and marshall college,lancaster,PA,13.0,11449.0,1394.0,0.3183,0.8,,39061.0,83184.0,19000.0,64068.0,55700.0,240,PA,B-,144300.0,2198,Urban,small,"Franklin and Marshall College in Lancaster, Pa. is a private liberal arts college and one of the oldest institutions of higher learning in the country. Named after Benjamin Franklin and Supreme Court Chief Justice John Marshall, the college has more than 2,400 undergraduate students. F&M offers 60 fields of study with class sizes averaging less than 20 students. Popular majors include political science, business, and multi/ interdisciplinary studies. F&M encourages research involvement and 65% of students are in research or other faculty-led initiatives. Half of all students study off-campus before graduating, taking advantage of F&M’s 200 off-campus programs in 60 different countries. A handful of first-year students have the opportunity to study at F&M’s Bath, England campus for 16 weeks to build upon academic and cultural experiences through F&M’s Advanced Studies in England (ASE). The college hosts more than 100 student-run clubs and organizations and sponsors over 25 intercollegiate athletic teams, where nearly 30% of students participate in varsity sports. The Diplomats have plenty of beloved traditions that include a Senior Bonfire, a “FlapJack Fest” which serves breakfast during finals week, and the historic rivalry against Dickinson College’s Red Devils for the coveted Conestoga Wagon Trophy. Notable alumni include former New Jersey Attorney General Paula Dow, former White House political director Ken Mehlman, and the late Ken Duberstein, former White House chief of staff under the Reagan administration.",franklin-and-marshall-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,15884114.0,71.0,63.0,65.5,69.6,69.0,73.8,82.1,70.2,70.2,71.49
